鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,縣市
五峰鄉,土地,花園段94地號,422.2,,山坡地保育區,農牧用地,1150410,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,100000,237,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQOMLRJNHLGFCJ98DA,0.0,0.0,0.0,無,,新竹縣
萬華區,房地(土地+建物),臺北市萬華區昆明街４６號五樓之２１,7.84,都市：其他:第四種商業區。,,,1140805,土地1建物1車位0,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0761221,51.42,1,1,1,有,有,10700000,208090,,0.0,0,其他增建；,RPPNMLRJNHLGFBA77DA,37.56,0.0,0.0,有,133,台北市
永和區,房地(土地+建物),新北市永和區環河西路一段７７號二十三樓之三,4.27,住,,,1150227,土地1建物1車位0,二十三層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0990722,89.98,2,2,1,有,有,17980000,199822,,0.0,0,陽台外推；其他增建；,RPUNMLOLMHLGFHF56DA,53.73,0.78,9.58,有,0323,新北市
瑞芳區,房地(土地+建物),新北市瑞芳區逢甲路７６號二樓,24.54,商,,,1150423,土地3建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,93.58,3,2,1,有,無,3300000,35264,,0.0,0,其他增建；,RPPNMLLKNHLGFFF28EA,84.79,0.0,8.79,無,,新北市
中壢區,房地(土地+建物),桃園市中壢區元化路２７１巷２６弄９９號二樓,52.25,住,,,1150303,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690209,101.52,3,2,1,有,無,5100000,50236,,0.0,0,其他增建；,RPPNMLPJNHLGFBH38EA,101.52,0.0,0.0,無,,桃園市
林口區,土地,下福段1009-1地號,35.69,都市：其他:保護區,,,1150331,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,539800,15125,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLLLMHLGFBF48DA,0.0,0.0,0.0,無,,新北市
烏日區,房地(土地+建物)+車位,臺中市烏日區高鐵路二段１４２號十樓之１２,12.4,商,,,1140830,土地1建物1車位1,十層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110805,101.28,2,1,1,有,有,9500000,93799,坡道平面,25.37,0,,RPTNMLNKIIKGFIB18DA,44.8,0.0,4.71,有,0193,台中市
新莊區,房地(土地+建物)+車位,新北市新莊區中榮街１２２巷３號七樓,36.05,住,,,1150411,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971225,222.02,4,2,2,有,有,33500000,155873,坡道平面,23.14,2500000,,RPSRMLRJNHLGFBF98DA,134.61,3.23,15.37,有,,新北市
中正區,土地,公園段二小段134-2地號,10.0,都市：其他:道路用地(公共設施用地)。45/5/4,,,1150417,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3722400,372240,,0.0,0,115年度臺北市政府以容積代金基金採購私有公共設施保留地包含公共設施保留地用地；協議價購；,RPOOMLMJMHLGFBA17DA,0.0,0.0,0.0,無,,台北市
中壢區,房地(土地+建物)+車位,桃園市中壢區領航南路一段３３６號四樓,17.79,住,,,1130613,土地1建物1車位1,四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140722,119.3,2,2,2,有,有,16920000,183718,坡道平面,37.0,1800000,預售屋、或土地及建物分件登記案件；,RPXPMLMKNHLGFBH09DA,49.32,0.0,3.52,有,,桃園市
北區,房地(土地+建物),臺中市北區美德街３６２號,84.86,住,,,1150301,土地2建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0580814,120.9,4,3,4,有,無,24580000,203309,,0.0,0,頂樓加蓋；其他增建；,RPPQMLOJLHLGFBB67DA,120.9,0.0,0.0,無,,台中市
內湖區,房地(土地+建物),臺北市內湖區南京東路六段４５１巷５７號二樓之１１,8.0,都市：其他:辦公服務區(一)(不得作住宅使用)。,,,1150306,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0971205,44.44,1,0,1,有,有,10800000,243024,,0.0,0,,RPXOMLOLMHLGFCA58DA,26.18,0.66,2.88,有,,台北市
龍潭區,土地,五福段865地號,1027.56,住,,,1141231,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,70374000,68487,,0.0,0,包含公共設施保留地用地；,RPUNMLPJNHLGFCH88DA,0.0,0.0,0.0,無,,桃園市
前金區,房地(土地+建物)+車位,高雄市前金區河東路１４２號十四樓,3.55,其他,,,1150410,土地1建物1車位1,十四層,三十二層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1130716,78.13,1,1,1,有,有,8000000,102393,坡道機械,6.94,0,,RPPOMLLKNHLGFAE67DA,37.17,0.93,8.23,有,0091,高雄市
仁武區,房地(土地+建物),高雄市仁武區慈惠三街１６８號,167.31,其他,,,1150223,土地1建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,1101229,343.86,5,2,6,有,無,36000000,104694,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLLKLHLGFIE38DA,317.45,0.0,26.41,有,,高雄市
龍潭區,房地(土地+建物),桃園市龍潭區新龍路１８８巷４０之２號,80.73,住,,,1150423,土地3建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,0940926,221.96,4,2,3,有,無,18000000,81096,,0.0,0,,RPVNMLSJNHLGFCH66DA,186.68,0.0,35.28,無,,桃園市
沙鹿區,房地(土地+建物),臺中市沙鹿區正英八街１８６號,140.98,住,,,1150413,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140916,249.37,4,3,5,有,無,38800000,155592,,0.0,0,,RPRPMLMKNHLGFFB28DA,230.13,0.0,19.24,有,,台中市
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區山鼻二路１４３號五樓,25.85,住,,,1130604,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150319,154.39,3,2,2,有,有,14970000,107195,坡道平面,31.53,1800000,預售屋、或土地及建物分件登記案件；,RPRQMLTLMHLGFEH96DA,72.27,0.0,9.46,有,,桃園市
新屋區,房地(土地+建物)+車位,桃園市新屋區保安路一段９０巷４３號五樓,31.97,,特定農業區,甲種建築用地,1130612,土地1建物1車位1,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1150116,106.38,3,2,2,有,有,7960000,73743,坡道平面,18.1,1450000,預售屋、或土地及建物分件登記案件；,RPWOMLRJNHLGFDH86DA,64.71,0.0,7.85,有,,桃園市
楊梅區,房地(土地+建物)+車位,桃園市楊梅區上湖三路２０６巷３０弄３５號,97.75,,特定農業區,甲種建築用地,1150308,土地3建物1車位1,全,四層,透天厝,住家用,鋼筋混凝土造,1140509,180.66,3,2,4,有,有,12570000,69578,一樓平面,0.0,0,,RPUNMLLKNHLGFDH68DA,180.31,0.0,0.0,無,,桃園市
后里區,房地(土地+建物),臺中市后里區文明路３１巷１弄９號二樓之１,37.97,住,,,1150318,土地1建物1車位0,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1131128,82.35,2,2,1,有,有,7980000,96903,,0.0,0,,RPXOMLNLMHLGFDB68DA,46.1,0.0,2.59,有,,台中市
三重區,房地(土地+建物)+車位,新北市三重區五谷王北街４５巷６０號二樓,18.9,住,,,1150417,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111020,150.8,2,2,1,有,有,22380000,190226,坡道平面,47.87,2800000,,RPTOMLTLMHLGFGF96DA,56.92,6.74,3.37,有,,新北市
北屯區,房地(土地+建物)+車位,臺中市北屯區南興北一路１１６號六樓之５,19.76,住,,,1130526,土地1建物1車位2,六層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150205,191.53,3,2,2,有,有,22180000,153459,坡道平面,68.5,3300000,預售屋、或土地及建物分件登記案件；,RPQOMLQKMHLGFBB97DA,73.02,0.0,7.57,有,,台中市
新竹市,房地(土地+建物),新竹市新竹市光華二街６９巷１１弄２號,53.0,住,,,1150313,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0621127,49.55,6,2,3,有,無,8000000,161453,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPQNMLKMMHLGFAO68DA,49.55,0.0,0.0,無,,新竹市
蘆洲區,房地(土地+建物),新北市蘆洲區永安南路二段３２８巷８號五樓之一,18.67,住,,,1150427,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140605,73.73,2,1,2,有,無,16600000,225146,,0.0,0,本社區名稱「河悅花園」,RPPOMLSLMHLGFGF09DA,44.6,0.0,4.07,有,,新北市
鹽埕區,房地(土地+建物),高雄市鹽埕區公園二路１８５號二樓之３,6.84,商,,,1110710,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1141211,74.81,2,2,1,有,有,8820000,117899,,0.0,0,預售屋、或土地及建物分件登記案件；,RPUOMLOJNHLGFAE38DA,42.53,0.0,4.99,有,,高雄市
中和區,房地(土地+建物),新北市中和區景平路７１之７號四樓之五,3.21,住,,,1150403,土地1建物1車位0,四層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861104,43.89,1,1,1,有,有,7800000,177717,,0.0,0,其他增建；,RPQOMLLLMHLGFHF58DA,29.26,0.0,3.64,有,,新北市
岡山區,土地,文化段106地號,627.0,都市：其他:道路用地,,,1150505,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,8863272,14136,,0.0,0,包含公共設施保留地用地；,RPSOMLPJNHLGFFE78DA,0.0,0.0,0.0,無,,高雄市
板橋區,房地(土地+建物),新北市板橋區民族路２１９巷１號,47.5,住,,,1150118,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0630121,119.73,5,2,2,有,無,10200000,85192,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOPMLQKMHLGFAF18DA,119.73,0.0,0.0,無,,新北市
南屯區,土地,楓樹段775-11地號,249.0,住,,,1150416,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,11000000,44177,,0.0,0,因無法單獨申請建築執照，故出售予鄰地。,RPPNMLLKNHLGFCB47DA,0.0,0.0,0.0,無,0040,台中市
三民區,土地,大豐段二小段579地號,15.0,都市：其他:道路用地,,,1141230,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,204000,13600,,0.0,0,包含公共設施保留地用地；,RPSOMLKMKIKGFDE08DA,0.0,0.0,0.0,無,,高雄市
鳳山區,房地(土地+建物),高雄市鳳山區瑞興路４２２巷４５號,81.0,住,,,1150304,土地1建物1車位0,全,二層,透天厝,見其他登記事項,加強磚造,0630306,117.53,7,2,3,有,無,10500000,89339,,0.0,0,其他增建；,RPTOMLNLMHLGFGE88DA,117.53,0.0,0.0,無,,高雄市
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路２２５號二十六樓之１０,5.37,商,,,1130104,土地1建物1車位1,二十六層,二十九層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1141218,92.83,2,1,2,有,有,9920000,117872,坡道機械,19.7,1300000,預售屋、或土地及建物分件登記案件；,RPUUMLKLJHLGFDE68DA,43.38,0.0,3.87,有,,高雄市
中山區,房地(土地+建物),臺北市中山區南京東路三段２５號五樓,46.88,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區及第貳種商業區)。,,,1150317,土地1建物1車位0,五層,八層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0601013,280.9,5,1,2,有,有,70000000,249199,,0.0,0,,RPPNMLTKMHLGFCA08DA,280.9,0.0,0.0,有,,台北市
橋頭區,房地(土地+建物)+車位,高雄市橋頭區新南一街１５９號五樓,11.58,住,,,1130611,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1150106,91.59,1,2,1,有,有,9890000,103526,坡道機械,7.65,1200000,預售屋、或土地及建物分件登記案件；,RPOOMLRJPHKGFFE68DA,39.86,0.0,13.86,有,,高雄市
汐止區,車位,新北市汐止區大同路二段２６５號１４樓之５等公共設施,0.0,住,,,1150430,土地1建物1車位1,十四層,二十四層,其他,住家用,鋼筋混凝土造,0840126,2.73,0,0,0,無,有,450000,,其他,2.72,450000,本案為獨立權狀機車位買賣.僅車位交易；,RPSNMLOKNHLGFDF58DA,0.0,0.0,0.0,有,0117,新北市
汐止區,車位,新北市汐止區大同路二段２７３、２７５、２７７、２７９、２８１、２８３、２８５、２７３之１、２７３之２、２７９之１、２７９之２、２８１之１、２８１之２、２８１之３、２８３之１、２８３之２號建築物地下二層。,0.09,住,,,1150413,土地1建物1車位1,地下二層,二十四層,其他,見使用執照,鋼筋混凝土造,0840126,35.83,0,0,0,無,有,2450000,,坡道平面,35.83,2450000,僅車位交易；,RPTNMLOKNHLGFDF68DA,0.0,0.0,0.0,有,0094,新北市
永和區,房地(土地+建物),新北市永和區民治街９０號四樓,26.25,住,,,1150424,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土,0591030,77.3,2,2,1,有,無,10000000,129366,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPXNMLOJNHLGFHF76DA,67.4,0.0,9.9,無,,新北市
新莊區,房地(土地+建物)+車位,新北市新莊區中央路８２號五樓,13.22,商,,,1090913,土地1建物1車位1,五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140306,133.54,2,2,1,有,有,15950000,150144,坡道平面,39.63,1850000,本案於113年8月27日簽立讓渡同意書，讓渡金額不變。預售屋、或土地及建物分件登記案件；,RPUOMLLLMHLGFBF38DA,52.85,2.1,6.17,有,,新北市
八德區,房地(土地+建物),桃園市八德區興豐路１９０６巷９８號,73.7,,一般農業區,甲種建築用地,1141224,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0830117,188.2,4,2,3,有,無,12600000,66950,,0.0,0,,RPQNMLSLKHLGFFH98DA,166.14,7.97,14.09,無,,桃園市
南屯區,房地(土地+建物)+車位,臺中市南屯區建功路６９號十九樓之８,14.6,住,,,1130218,土地1建物1車位1,十九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141226,158.16000000000003,3,2,2,有,有,17800000,120815,坡道平面,26.14,1850000,預售屋、或土地及建物分件登記案件；,RPPOMLQJNHLGFCB97DA,72.91,0.0,13.74,有,,台中市
楊梅區,土地,高上段940地號,212.07,,特定農業區,甲種建築用地,1150321,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2887200,13614,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPROMLQJNHLGFDH88DA,0.0,0.0,0.0,無,0149,桃園市
北屯區,房地(土地+建物)+車位,臺中市北屯區南興一路２０號九樓之３,43.29,住,,,1150315,土地1建物1車位2,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110513,195.17000000000002,4,2,2,有,有,24000000,122970,坡道平面,47.68,0,,RPVPMLRJNHLGFBB68DA,89.95,0.0,10.77,有,0134,台中市
龍潭區,房地(土地+建物)+車位,桃園市龍潭區民治路１２２號十樓之１６,8.42,商,,,1150313,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140423,81.05,0,0,0,無,有,6340000,93984,坡道平面,23.7,950000,,RPVNMLNKNHLGFCH88DA,32.59,0.0,3.13,有,,桃園市
西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道三段７６３號二十三樓之３,5.35,商,,,1090705,土地1建物1車位1,二十三層,三十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1141028,87.82,2,2,1,有,有,9150000,108351,坡道機械,12.14,950000,預售屋、或土地及建物分件登記案件；,RPVNNLPJNHLGFCB48DA,43.32,1.93,4.34,有,,台中市
萬華區,房地(土地+建物)+車位,臺北市萬華區環河南路二段１９號二十四樓,8.64,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1150321,土地2建物1車位1,二十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090807,130.21,2,2,2,有,有,26000000,254594,坡道平面,39.88,3000000,,RPPNMLSJMHLGFBA77DA,53.71,3.16,3.92,有,085,台北市
三重區,房地(土地+建物),新北市三重區三和路二段７５號六樓之六,4.98,商,,,1150328,土地1建物1車位0,六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830304,38.17,1,1,1,有,有,6580000,172432,,0.0,0,,RPTNMLSLMHLGFGF76DA,26.04,0.0,0.0,有,,新北市
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學十八街２２號九樓,20.6,住,,,1130107,土地1建物1車位1,九層,十九層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1150226,167.55,2,2,2,有,有,14700000,89048,坡道平面,24.93,2000000,預售屋、或土地及建物分件登記案件；,RPXNMLNKNHLGFEE98DA,72.1,0.0,19.32,有,,高雄市
鼓山區,房地(土地+建物)+車位,高雄市鼓山區南屏路８６３號十一樓之２,13.7,其他,,,1150331,土地1建物1車位1,十一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951205,165.13,3,2,2,有,有,21380000,129474,坡道平面,20.93,0,,RPOOMLMKNHLGFAE67DA,90.66,1.52,9.64,有,,高雄市
新屋區,房地(土地+建物)+車位,桃園市新屋區民族路六段５１５巷３６號十樓之５,19.29,住,,,1131114,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141208,119.38,2,2,2,有,有,12000000,111429,坡道平面,25.15,1500000,預售屋、或土地及建物分件登記案件；,RPWQMLPJLHLGFDH66DA,59.27,0.0,4.3,有,,桃園市
三芝區,房地(土地+建物),新北市三芝區芝柏一街３之１號,176.08,農,,,1150404,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0710810,104.28,4,2,3,有,無,6700000,64250,,0.0,0,陽台外推；,RPPNMLKMMHLGFEF08DA,88.54,8.99,6.75,無,0095,新北市
湖內區,房地(土地+建物),高雄市湖內區民權路１４０巷７０號,80.75,住,,,1150322,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1140901,184.79,4,2,4,有,無,17200000,93079,,0.0,0,,RPSNMLOJNHLGFJE98DA,175.22,0.0,9.57,無,,高雄市
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段２８０巷２５弄２２號三樓,58.94,都市：其他:第三種住宅區。,,,1150311,土地1建物1車位1,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780509,194.3,4,2,2,有,無,29180000,171520,坡道平面,38.74,2500000,陽台外推；其他增建；,RPQNMLSJNHLGFCA08DA,174.93,0.0,15.32,無,,台北市
苓雅區,房地(土地+建物),高雄市苓雅區三多一路１５１巷５０弄１號,70.0,住,,,1150420,土地1建物1車位0,全,二層,透天厝,見其他登記事項,加強磚造,0580620,78.75,4,2,2,有,無,6000000,76190,,0.0,0,頂樓加蓋；,RPPNMLSJNHLGFBE38EA,78.75,0.0,0.0,無,0049,高雄市
永和區,房地(土地+建物)+車位,新北市永和區中山路一段１００號四樓之１,13.25,商,,,1100910,土地4建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1141202,171.82999999999998,3,2,2,有,有,28220000,188736,坡道平面,36.35,2650000,權利人於民國114.07.09原價讓渡取得預售屋、或土地及建物分件登記案件；,RPXOMLQJNHLGFHF07DA,83.23,0.0,6.14,有,,新北市
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區鳳五路２３號十樓,18.71,住,,,1150314,土地1建物1車位1,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141230,116.53,2,2,1,有,有,12000000,133659,坡道平面,38.72,1600000,,RPSNMLKMLHLGFIF68DA,45.62,0.0,4.31,有,0201,新北市
龍潭區,土地,龍祥段897地號,42.77,,鄉村區,乙種建築用地,1150412,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2350000,54945,,0.0,0,未登記建物；,RPOOMLQJNHLGFCH48DA,0.0,0.0,0.0,無,0017,桃園市
潭子區,房地(土地+建物),臺中市潭子區豐興路一段４００巷２９號,95.94,,特定農業區,甲種建築用地,1130221,土地2建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,1141226,244.91,4,3,6,有,有,29500000,120452,,0.0,0,另有一樓平面專有部分停車位1個預售屋、或土地及建物分件登記案件；,RPOPMLMKNHLGFHB18DA,237.81,0.0,5.96,有,,台中市
楊梅區,房地(土地+建物)+車位,桃園市楊梅區金溪路３４３號三樓,29.8,住,,,1121113,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1150129,141.45999999999998,3,2,2,有,有,10020000,74325,坡道平面,24.81,1350000,預售屋、或土地及建物分件登記案件；,RPVWMLTJKHLGFDH47DA,69.99,0.0,8.97,有,,桃園市
北區,房地(土地+建物),臺中市北區梅川東路三段７６號二樓之５,15.77,住,,,1150123,土地1建物1車位0,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1141105,78.25999999999999,2,2,2,有,有,11500000,146946,,0.0,0,,RPUQMLLJMHLGFBB97DA,33.3,0.0,4.38,有,,台中市
龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路３８８號八樓之２,10.02,商,,,1150311,土地1建物1車位1,八層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091221,153.28,3,2,2,有,有,16500000,115213,坡道平面,25.69,1800000,,RPPNMLOKMHLGFHH78DA,77.75,0.0,9.12,有,0203,桃園市
泰山區,房地(土地+建物)+車位,新北市泰山區明志路二段２９８巷６之８號六樓,12.89,住,,,1120812,土地2建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141210,89.89,2,2,1,有,有,13070000,161964,坡道平面,24.32,2450000,預售屋、或土地及建物分件登記案件；,RPUQMLMKJIKGFBF28DA,39.41,0.0,3.54,有,,新北市
大園區,房地(土地+建物)+車位,桃園市大園區園科路１０５號十四樓,15.3,商,,,1121010,土地1建物1車位1,十四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141223,108.67,2,2,2,有,有,9690000,94257,坡道平面,21.78,1500000,預售屋、或土地及建物分件登記案件；,RPVNMLLJMHLGFEH68DA,49.59,0.0,7.79,有,,桃園市
太平區,房地(土地+建物),臺中市太平區正誠街４６巷４號,76.0,工,,,1150407,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0801031,132.19,4,3,3,有,無,6300000,47659,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVVMLMJMHLGFJB86DA,115.17,7.83,9.19,無,,台中市
龜山區,房地(土地+建物)+車位,桃園市龜山區樂學路１７８號二十七樓,11.92,工,,,1091031,土地2建物1車位1,二十七層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150204,117.39,3,2,2,有,有,8800000,86344,坡道平面,35.74,1750000,預售屋、或土地及建物分件登記案件；,RPTPMLOJNHLGFHH76DA,50.95,0.0,3.35,有,,桃園市
汐止區,房地(土地+建物),新北市汐止區大同路二段４５６號５樓,35.58,住,,,1150322,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730312,88.47,3,2,2,有,無,12300000,139030,,0.0,0,,RPQNMLSJNHLGFDF68DA,81.43,0.0,7.04,無,0226,新北市
彌陀區,土地,港段483-8地號,45.98,都市：其他:道路用地,,,1150424,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2500000,54371,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLNLMHLGFFE98DA,0.0,0.0,0.0,無,0022,高雄市
新興區,房地(土地+建物),高雄市新興區中山一路１６號十一樓之９,4.44,都市：其他:第五種商業區,,,1100201,土地2建物1車位0,十一層,三十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1150121,84.22,2,1,1,有,有,8910000,105794,,0.0,0,另有讓渡預售屋、或土地及建物分件登記案件；,RPPQMLLJMHLGFBE77DA,47.51,0.0,7.24,有,,高雄市
中正區,房地(土地+建物),臺北市中正區忠孝西路一段５０號十二樓之３０,2.53,都市：其他:第四種商業區。,,,1150407,土地1建物1車位0,十二層,二十七層,住宅大樓(11層含以上有電梯),商業用,鋼骨混凝土造,0790815,45.83,0,1,1,有,有,12120000,264456,,0.0,0,,RPTOMLKMMHLGFBA77DA,29.12,0.0,3.34,有,,台北市
林口區,房地(土地+建物),新北市林口區文林一街９９巷２號,6.44,住,,,1150414,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0981001,10.42,5,2,6,有,無,700000,67179,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLPKMHLGFBF18DA,10.09,0.0,0.34,無,0074,新北市
楊梅區,房地(土地+建物)+車位,桃園市楊梅區和平路８７巷１３０號,75.77,,特定農業區,甲種建築用地,1150324,土地1建物1車位1,全,三層,透天厝,住家用,鋼筋混凝土造,0840421,163.57999999999998,4,2,3,有,無,8000000,48906,坡道平面,0.0,0,其他增建；,RPTNMLMKNHLGFDH68DA,119.64,9.82,7.45,無,,桃園市
太平區,房地(土地+建物)+車位,臺中市太平區育才路１７７號三樓之２,19.14,住,,,1121128,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150113,125.62,2,2,2,有,有,11930000,104015,坡道平面,28.23,1800000,預售屋、或土地及建物分件登記案件；,RPPTNLLMLHLGFJB88DA,56.59,0.0,7.06,有,,台中市
大園區,房地(土地+建物)+車位,桃園市大園區領航南路二段３１號十五樓之１０,13.82,商,,,1120617,土地1建物1車位1,十五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141203,101.74,2,2,1,有,有,12680000,142029,坡道平面,24.08,1650000,預售屋、或土地及建物分件登記案件；,RPVPMLLKNHLGFEH09DA,46.35,0.0,4.59,有,,桃園市
新莊區,房地(土地+建物)+車位,新北市新莊區福營路３８５之６號,32.0,農,,,1150401,土地1建物1車位2,一層,四層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,1070129,160.9,0,0,0,無,有,20300000,126165,坡道平面,72.44,0,,RPPNMLPKNHLGFBF28EA,61.67,0.0,0.0,有,,新北市
深坑區,房地(土地+建物)+車位,新北市深坑區文山路二段１６號六樓,36.65,住,,,1150302,土地1建物1車位2,六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,1040409,160.94,3,2,2,有,有,16500000,111955,坡道平面,35.89,2500000,陽台外推；,RPRNMLOLMHLGFCF38DA,75.62,5.82,8.4,有,0243,新北市
