鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,縣市
北屯區,房地(土地+建物),臺中市北屯區北屯路４４１之３９號,74.61,住,,,1150420,土地2建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,0951102,232.67,4,2,3,有,有,29500000,126789,,0.0,0,其他增建：三樓閣樓前方廚房其他增建；,RPPOMLOLMHLGFBB77DA,202.14,2.42,25.08,無,0015,台中市
泰山區,房地(土地+建物)+車位,新北市泰山區仁德路３０號三樓,27.0,住,,,1110818,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150126,186.91000000000003,3,2,2,有,有,26850000,151487,坡道平面,22.87,2000000,預售屋、或土地及建物分件登記案件；,RPRNMLMJMHLGFBF87DA,93.48,0.0,14.45,有,,新北市
樹林區,房地(土地+建物),新北市樹林區中興街４號二樓,26.25,住,,,1150422,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0650109,82.43,2,1,1,有,無,6000000,72789,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLPJNHLGFIF56DA,72.63,0.0,9.8,無,,新北市
竹北市,房地(土地+建物),新竹縣竹北市復興六路１１巷１６號,98.85,住,,,1150419,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0950817,304.48,5,2,4,有,有,42720000,140305,,0.0,0,陽台外推；,RPQNMLMLMHLGFBJ38DA,245.66,4.1,33.4,無,013,新竹縣
太平區,土地,長億段310-32地號,1181.47,,,,1150430,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,30222003,25580,,0.0,0,政府機關標讓售；,RPXNMLMKNHLGFJB09DA,0.0,0.0,0.0,無,,台中市
中壢區,土地,內壢段635地號,1380.0,農,,,1150325,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,30060000,21783,,0.0,0,,RPVPMLMKNHLGFBH88DA,0.0,0.0,0.0,無,,桃園市
西屯區,車位,臺中市西屯區市政北一路１９號等公共設施,0.0,,,,1150427,土地0建物1車位1,,,其他,,,,33.47,0,0,0,無,有,2400000,,坡道平面,33.47,2400000,建物坐落地號：惠國段68地號；僅車位交易；,RPSTMLPJNHLGFCB68DA,0.0,0.0,0.0,有,0011,台中市
三重區,房地(土地+建物),新北市三重區環河北路二段３０２號十二樓,10.59,住,,,1141124,土地2建物1車位0,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871212,65.38,2,1,1,有,有,11900000,182013,,0.0,0,其他增建；,RPVTNLPKMHLGFGF27DA,52.21,0.0,1.74,有,,新北市
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區大新一街３３９號六樓,12.11,商,,,1130408,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150327,128.92,2,2,1,有,有,12650000,108472,坡道平面,27.05,1600000,預售屋、或土地及建物分件登記案件；,RPRQMLNLMHLGFEH98DA,60.92,0.0,6.79,有,,桃園市
龜山區,房地(土地+建物),桃園市龜山區牛角坡路４９號五樓,12.78,住,,,1150318,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140307,94.79,2,2,1,有,有,12500000,131870,,0.0,0,,RPXRMLOKNHLGFHH47DA,55.44,0.0,7.62,有,0255,桃園市
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區國中街８２號四樓之５,27.6,住,,,1120106,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141222,156.57,3,2,2,有,有,13590000,93921,坡道平面,26.78,1400000,預售屋、或土地及建物分件登記案件；,RPQSMLQKMHLGFIF86DA,75.9,0.0,8.49,有,,新北市
林口區,房地(土地+建物)+車位,新北市林口區文化三路二段７０號六樓,8.05,商,,,1131110,土地1建物1車位1,六層,二十九層,住宅大樓(11層含以上有電梯),辦公用,鋼骨構造,1150317,123.03,0,0,0,無,有,18860000,173780,坡道平面,24.86,1800000,預售屋、或土地及建物分件登記案件；,RPRRMLQJNHLGFBF78DA,53.84,0.0,5.12,有,,新北市
汐止區,房地(土地+建物)+車位,新北市汐止區福德路７號三樓,17.94,住,,,1150204,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000808,129.57999999999998,3,2,2,有,有,21220000,177144,坡道平面,22.21,2200000,陽台外推；,RPPOMLKMMHLGFDF08DA,61.78,5.11,7.5,有,0320,新北市
土城區,房地(土地+建物)+車位,新北市土城區青雲路２７３號七樓之２,12.92,住,,,1150301,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970519,94.77,2,2,1,有,有,11800000,124512,升降平面,33.07,0,,RPQNMLKMLHLGFAF67DA,35.82,3.31,4.92,有,,新北市
楠梓區,房地(土地+建物)+車位,高雄市楠梓區右昌街３５８號八樓之３,12.72,商,,,1130713,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1140904,164.71,2,1,2,有,有,14260000,102270,坡道平面,36.52,1150000,預售屋、或土地及建物分件登記案件；,RPQNMLNKMHLGFEE18DA,71.19,0.0,10.82,有,,高雄市
北屯區,房地(土地+建物)+車位,臺中市北屯區南興北一路１１６號十五樓之５,19.76,住,,,1120916,土地1建物1車位1,十五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150205,157.28,3,2,2,有,有,19530000,146550,坡道平面,34.25,1500000,預售屋、或土地及建物分件登記案件；,RPSUMLMJMHLGFBB28DA,73.02,0.0,7.57,有,,台中市
三重區,房地(土地+建物)+車位,新北市三重區三民街６８號四樓之一,12.82,住,,,1150313,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050629,131.97,2,2,1,有,有,18000000,136395,坡道平面,35.68,0,,RPTNMLKKMHLGFGF48DA,53.71,4.0,7.25,有,,新北市
西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道三段６３０之１號二十二樓之５,8.25,商,,,1150402,土地4建物1車位1,二十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140826,94.11000000000001,2,2,2,有,有,10900000,115822,坡道機械,19.99,0,,RPUQMLQJNHLGFCB68DA,47.52,0.0,0.0,有,0012,台中市
龜山區,土地,南上段1-1地號,13.94,,,,1141214,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,241206,17303,,0.0,0,協議價購；,RPURMLOKMHLGFHH07DA,0.0,0.0,0.0,無,0313,桃園市
竹北市,房地(土地+建物)+車位,新竹縣竹北市福興路７５５巷２７弄１２號三樓之三,25.07,住,,,1150130,土地1建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1140807,71.42,2,2,1,有,有,17200000,240829,一樓平面,0.0,2000000,,RPUOMLRJNHLGFBJ66DA,42.33,0.0,5.87,有,,新竹縣
五股區,房地(土地+建物)+車位,新北市五股區新城八路３３９號十三樓,23.45,住,,,1130721,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141223,131.22,2,2,2,有,有,18880000,173517,坡道平面,36.82,2500000,預售屋、或土地及建物分件登記案件；,RPSQMLTLMHLGFBF56DA,53.21,3.0,7.17,有,,新北市
蘆竹區,土地,新福段35地號,10.83,,特定農業區,甲種建築用地,1150425,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,167752,15490,,0.0,0,含土地增值稅或其他稅費69042元；受民情風俗因素影響；,UPUNMLPJNHLGFEH76DA,0.0,0.0,0.0,無,0020,桃園市
左營區,房地(土地+建物),高雄市左營區文康路５２號二樓之６,10.76,住,,,1110124,土地1建物1車位0,二層,十二層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1150113,73.57,2,1,2,有,有,8270000,112410,,0.0,0,預售屋、或土地及建物分件登記案件；,RPWPMLPJNHLGFEE56DA,41.26,0.0,4.59,有,,高雄市
西屯區,房地(土地+建物)+車位,臺中市西屯區市政北一路３３５號二十樓之６,9.41,都市：其他:第六種新市政中心專用區,,,1120429,土地1建物1車位1,二十層,三十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造、鋼筋混凝土造,1150313,173.22,3,2,2,有,有,30700000,181267,坡道平面,14.89,2000000,預售屋、或土地及建物分件登記案件；,RPXNMLKKNHLGFCB18DA,85.65,10.96,9.05,有,,台中市
龜山區,房地(土地+建物)+車位,桃園市龜山區樂學路１８８號十四樓,10.88,工,,,1090823,土地2建物1車位1,十四層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150204,110.15,3,2,1,有,有,7400000,78618,坡道平面,35.74,1550000,轉讓日期115.03.24轉讓金額不變，二等親讓渡預售屋、或土地及建物分件登記案件；,RPVPMLOJNHLGFHH96DA,45.71,0.0,3.77,有,,桃園市
太平區,房地(土地+建物)+車位,臺中市太平區育才路１７１號二樓之５,26.58,住,,,1130707,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150113,156.23000000000002,3,2,2,有,有,16550000,114594,坡道平面,29.26,2000000,預售屋、或土地及建物分件登記案件；,RPWNMLMJMHLGFJB78DA,76.02,0.0,9.29,有,,台中市
三重區,房地(土地+建物),新北市三重區忠孝路二段５２號三樓,22.4,住,,,1150305,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0891122,124.55999999999999,4,2,2,有,無,22600000,181439,,0.0,0,,RPSNMLRJNHLGFGF56EA,85.89,0.0,22.18,有,,新北市
林口區,房地(土地+建物)+車位,新北市林口區吉祥路３６號十一樓,12.34,商,,,1120225,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150213,134.9,3,2,2,有,有,18280000,146956,坡道平面,26.5,2350000,預售屋、或土地及建物分件登記案件；,RPOOMLMLJHLGFBF57DA,63.68,0.0,7.0,有,,新北市
橋頭區,房地(土地+建物)+車位,高雄市橋頭區新南一街１４９號四樓,11.58,住,,,1120605,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1150106,103.44,2,2,2,有,有,9580000,91963,坡道平面,17.21,1650000,預售屋、或土地及建物分件登記案件；,RPTNMLSKPHKGFFE66DA,51.28,0.0,3.96,有,,高雄市
梓官區,土地,赤東段571地號,37.62,,鄉村區,乙種建築用地,1150508,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,330000,8772,,0.0,0,共有地未臨路親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPPNMLSKNHLGFFE78DA,0.0,0.0,0.0,無,,高雄市
萬華區,房地(土地+建物),臺北市萬華區西昌街９８號四樓之１,34.22,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第肆種住宅區及第參種商業區應依建築線或俟地籍測量分割後，再確定)。,,,1150328,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790913,155.46,4,2,2,有,有,23000000,147948,,0.0,0,陽台外推；其他增建；,RPQOMLSJMHLGFBA97DA,104.72,2.91,17.76,有,,台北市
新屋區,房地(土地+建物),桃園市新屋區福隆路一段９９０巷２０號,113.78,,特定農業區,甲種建築用地,1150311,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1121025,151.25,4,2,3,有,無,10400000,68760,,0.0,0,,RPWNMLSJNHLGFDH86DA,142.44,0.0,8.4,無,0196,桃園市
新屋區,房地(土地+建物)+車位,桃園市新屋區民族路六段５１５巷３０號十二樓之１,17.54,住,,,1130119,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141208,110.98,2,2,1,有,有,8750000,86217,坡道平面,25.15,1350000,114.7.25轉讓，交易金額不變。預售屋、或土地及建物分件登記案件；,RPROMLPJNHLGFDH78DA,53.27,0.0,4.57,有,,桃園市
蘆竹區,土地,南竹段336-1地號,752.87,農,,,1150130,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,46914500,62314,,0.0,0,,RPRSMLSJMHLGFEH86DA,0.0,0.0,0.0,無,,桃園市
楠梓區,房地(土地+建物)+車位,高雄市楠梓區興楠路７３巷６號五樓,19.83,其他,,,1130919,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1150203,148.56,4,2,2,有,有,15650000,109566,坡道平面,21.24,1700000,預售屋、或土地及建物分件登記案件；,RPVPMLNKNHLGFEE98DA,68.87,0.0,12.79,有,,高雄市
龜山區,土地,南上段1-1地號,125.42,,,,1141215,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2169691,17299,,0.0,0,協議價購；,RPVSMLOKMHLGFHH27DA,0.0,0.0,0.0,無,,桃園市
八德區,房地(土地+建物),桃園市八德區興豐路１８０１巷１０６號二樓,33.72,,一般農業區,甲種建築用地,1130513,土地1建物1車位0,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1150115,93.88,2,2,2,有,有,8880000,94589,,0.0,0,預售屋、或土地及建物分件登記案件；,RPUNMLPJNHLGFFH56DA,70.6,0.0,4.7,有,,桃園市
西屯區,房地(土地+建物)+車位,臺中市西屯區市政北一路３３５號三十六樓之３,12.88,都市：其他:第六種新市政中心專用區,,,1110922,土地1建物1車位2,三十六層,三十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造、鋼筋混凝土造,1150313,249.93,4,2,2,有,有,51020000,212809,坡道平面,33.68,5000000,預售屋、或土地及建物分件登記案件；,RPTNMLKKNHLGFCB77DA,122.19,7.17,14.8,有,,台中市
楊梅區,房地(土地+建物)+車位,桃園市楊梅區金溪路３３９號六樓,29.8,住,,,1121031,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1150129,141.48,3,2,2,有,有,9900000,73284,坡道平面,24.81,1350000,預售屋、或土地及建物分件登記案件；,RPPQMLTJKHLGFDH88DA,69.99,0.0,8.97,有,,桃園市
新店區,房地(土地+建物),新北市新店區中山路３１巷５０號,16.11,住,,,1150302,土地1建物1車位0,一層,十五層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土構造,1120627,116.25,0,0,0,無,有,28140000,242065,,0.0,0,,RPSNMLSJNHLGFCF78DA,73.67,0.0,4.23,有,,新北市
中壢區,房地(土地+建物),桃園市中壢區力行北街５３號六樓之３,3.85,住,,,1150210,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0781220,21.22,1,1,1,有,有,1800000,84826,,0.0,0,,RPXOMLNKNHLGFBH09DA,13.82,0.75,0.0,有,,桃園市
楊梅區,房地(土地+建物)+車位,桃園市楊梅區中華南路二段４８０巷８號四樓,41.31,,特定農業區,甲種建築用地,1130608,土地3建物1車位1,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1150122,122.83,3,2,2,有,有,8560000,69690,一樓平面,0.0,1150000,114年10月27日原價轉讓預售屋、或土地及建物分件登記案件；,RPTPMLRJNHLGFDH66DA,74.33,0.0,6.17,有,,桃園市
西屯區,房地(土地+建物)+車位,臺中市西屯區青海路二段５號五樓之１１,6.56,商,,,1120202,土地1建物1車位1,五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1141103,84.1,2,2,1,有,有,14350000,175805,坡道機械,9.87,1300000,預售屋、或土地及建物分件登記案件；,RPPONLOJNHLGFCB87DA,43.57,0.0,5.11,有,,台中市
桃園區,房地(土地+建物)+車位,桃園市桃園區新埔五街１３２號八樓,52.32,住,,,1150313,土地1建物1車位3,八層，九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0990406,405.8,4,3,3,有,有,35880000,88418,坡道平面,133.92,0,夾層增建、鐵鋁窗增建、遮雨棚增建、本戶連通非約定專用露台,RPVNMLRJMHLGFAH88DA,153.22,24.52,13.88,有,,桃園市
楊梅區,房地(土地+建物)+車位,桃園市楊梅區瑞坪路２７６巷６８號四樓,35.05,住,,,1141228,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1071130,162.07,3,2,2,有,有,11270000,69538,坡道平面,0.0,0,,RPQNMLRJNHLGFDH78DA,77.6,0.0,8.89,有,0312,桃園市
三重區,房地(土地+建物),新北市三重區仁義街１６１之２號六樓,15.55,都市：其他:住宅區,,,1150403,土地5建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860730,101.17,3,2,2,有,有,16880000,166848,,0.0,0,,RPRNMLSKNHLGFGF56DA,80.92,0.0,5.64,有,,新北市
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路２２５號十四樓之２,9.03,商,,,1130510,土地1建物1車位1,十四層,二十九層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1141218,154.82,3,2,2,有,有,16880000,118970,坡道平面,31.68,2230000,預售屋、或土地及建物分件登記案件；,RPRRMLTKJHLGFDE88DA,72.68,0.0,6.81,有,,高雄市
新莊區,房地(土地+建物),新北市新莊區中原路２５１號二樓,28.44,住,,,1150324,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760227,98.15,3,2,2,有,無,6700000,68263,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLOKNHLGFBF28EA,94.18,0.0,3.97,無,,新北市
泰山區,房地(土地+建物)+車位,新北市泰山區明志路二段２９８巷６之９號三樓,16.47,住,,,1130126,土地2建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141210,108.85,3,2,1,有,有,16150000,159115,坡道平面,24.32,2700000,114/09/28母子讓渡114/11/29父子讓渡含傢俱設備費；預售屋、或土地及建物分件登記案件；,RPUOMLKKKIKGFBF97DA,50.03,0.0,5.34,有,,新北市
松山區,房地(土地+建物)+車位,臺北市松山區三民路８０巷１１號二十一樓,16.73,都市：其他:第三種住宅區。,,,1140308,土地1建物1車位1,二十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1140625,162.12,3,2,2,有,有,54840000,402293,坡道平面,34.75,3600000,預售屋、或土地及建物分件登記案件；,RPVNMLNLLHLGFDA18DA,79.61,4.61,4.81,有,,台北市
鳳山區,房地(土地+建物)+車位,高雄市鳳山區瑞興路４８６號十四樓,42.46,住,,,1150214,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010502,174.82999999999998,3,2,2,有,有,10000000,57198,坡道平面,0.0,0,,RPOPMLPJNHLGFGE58DA,95.16,0.0,10.7,有,0258,高雄市
太平區,房地(土地+建物)+車位,臺中市太平區育才路１７９號八樓之１,19.14,住,,,1121130,土地1建物1車位2,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150113,153.25,2,2,2,有,有,12790000,103213,坡道平面,56.46,2800000,預售屋、或土地及建物分件登記案件；,RPVOMLLJMHLGFJB68DA,56.68,0.0,7.06,有,,台中市
中壢區,土地,三民段421-1地號,276.0,農,,,1150322,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,7700000,27899,,0.0,0,,RPWNMLPKMHLGFBH98DA,0.0,0.0,0.0,無,,桃園市
